VendorID,pickup,dropoff,passenger_count,trip_distance,fare_amount,tip_amount
id0,2022-01-08T16:25:07.000000,2022-01-08T16:31:39.000000,1.0,1.2,7.0,2.06
id0,2022-01-08T16:31:06.000000,2022-01-08T16:41:29.000000,1.0,1.3,8.5,2.35
id7,2022-01-08T16:59:04.000000,2022-01-08T17:05:17.000000,6.0,1.54,7.0,2.34
id6,2022-01-08T17:03:10.000000,2022-01-08T17:20:11.000000,2.0,2.85,13.0,2.0
id7,2022-01-08T17:05:30.000000,2022-01-08T17:15:11.000000,1.0,1.4,8.5,1.0
id3,2022-01-08T17:11:11.000000,2022-01-08T17:17:53.000000,3.0,1.32,7.0,0.0
id6,2022-01-08T17:14:07.000000,2022-01-08T17:21:23.000000,1.0,1.43,7.0,2.06
id7,2022-01-08T17:19:32.000000,2022-01-08T17:27:17.000000,0.0,1.3,7.0,1.0
id7,2022-01-08T17:43:48.000000,2022-01-08T17:53:11.000000,1.0,1.67,8.5,2.36
id3,2022-01-08T18:07:30.000000,2022-01-08T18:18:52.000000,1.0,2.0,9.5,2.55
id6,2022-01-08T18:08:43.000000,2022-01-08T18:12:21.000000,1.0,0.77,5.0,1.11
id1,2022-01-08T18:13:01.000000,2022-01-08T18:22:26.000000,1.0,2.2,9.0,2.45
id8,2022-01-08T18:23:20.000000,2022-01-08T18:32:34.000000,1.0,1.3,7.5,0.0
id3,2022-01-08T18:23:41.000000,2022-01-08T18:32:17.000000,2.0,1.7,8.5,0.8
id8,2022-01-08T18:35:17.000000,2022-01-08T18:54:48.000000,1.0,2.03,13.0,3.26
id2,2022-01-08T18:52:30.000000,2022-01-08T19:04:01.000000,1.0,1.93,9.5,2.56
id8,2022-01-08T18:53:09.000000,2022-01-08T19:18:13.000000,1.0,11.01,33.0,3.0
id3,2022-01-08T18:54:24.000000,2022-01-08T19:11:57.000000,1.0,2.4,13.0,0.0
id5,2022-01-08T19:00:54.000000,2022-01-08T19:27:06.000000,1.0,4.1,17.5,3.0
id8,2022-01-08T19:04:06.000000,2022-01-08T19:15:18.000000,2.0,1.7,9.0,2.45
id4,2022-01-08T19:04:09.000000,2022-01-08T19:09:24.000000,1.0,0.8,5.5,1.0
id0,2022-01-08T19:38:55.000000,2022-01-08T19:43:37.000000,1.0,1.02,6.0,0.0
id3,2022-01-08T19:39:03.000000,2022-01-08T19:45:44.000000,2.0,0.8,6.0,2.0
id3,2022-01-08T19:45:58.000000,2022-01-08T20:01:01.000000,2.0,2.47,11.5,2.96
id1,2022-01-08T20:00:39.000000,2022-01-08T20:08:46.000000,1.0,1.6,7.5,2.0
id4,2022-01-08T20:04:03.000000,2022-01-08T20:35:34.000000,1.0,7.75,27.5,5.0
id1,2022-01-08T20:11:04.000000,2022-01-08T20:20:49.000000,1.0,1.82,9.0,2.56
id2,2022-01-08T20:17:32.000000,2022-01-08T20:24:37.000000,1.0,1.44,7.0,0.0
id6,2022-01-08T20:27:02.000000,2022-01-08T21:00:01.000000,1.0,14.18,42.0,10.0
id2,2022-01-08T20:40:44.000000,2022-01-08T20:47:59.000000,1.0,1.07,6.5,2.06
id4,2022-01-08T21:02:22.000000,2022-01-08T21:12:54.000000,2.0,1.3,8.5,3.65
id0,2022-01-08T21:23:41.000000,2022-01-08T21:28:45.000000,2.0,1.3,6.0,2.9
id4,2022-01-08T21:27:20.000000,2022-01-08T21:40:33.000000,2.0,2.69,11.5,1.0
id6,2022-01-08T21:30:40.000000,2022-01-08T21:41:37.000000,2.0,2.12,10.0,2.76
id8,2022-01-08T21:32:12.000000,2022-01-08T21:42:46.000000,1.0,1.82,9.0,0.0
id5,2022-01-08T21:41:09.000000,2022-01-08T21:51:36.000000,4.0,5.06,15.5,0.0
id8,2022-01-08T22:17:25.000000,2022-01-08T22:27:08.000000,1.0,2.05,8.5,2.46
id1,2022-01-08T22:39:30.000000,2022-01-08T23:06:21.000000,1.0,6.39,23.0,1.0
id7,2022-01-08T23:02:47.000000,2022-01-08T23:04:33.000000,2.0,0.3,3.5,1.46
id4,2022-01-08T23:38:48.000000,2022-01-08T23:49:18.000000,1.0,1.7,8.0,2.95
id7,2022-01-09T00:00:26.000000,2022-01-09T00:21:56.000000,3.0,5.82,19.0,4.56
id4,2022-01-09T00:00:36.000000,2022-01-09T00:04:51.000000,1.0,0.7,5.0,2.2
id0,2022-01-09T01:06:53.000000,2022-01-09T01:08:49.000000,1.0,0.4,3.5,1.46
id5,2022-01-09T01:20:48.000000,2022-01-09T01:40:30.000000,1.0,4.92,18.0,4.36
id7,2022-01-09T01:42:33.000000,2022-01-09T01:50:56.000000,1.0,1.1,6.5,1.03
id6,2022-01-09T01:57:42.000000,2022-01-09T02:04:28.000000,3.0,1.7,7.5,2.26
id6,2022-01-09T02:06:02.000000,2022-01-09T02:09:38.000000,1.0,0.95,5.0,0.0
id6,2022-01-09T02:07:33.000000,2022-01-09T02:12:00.000000,1.0,1.11,5.5,2.0
id3,2022-01-09T02:35:28.000000,2022-01-09T02:53:31.000000,1.0,5.4,18.5,0.0
id4,2022-01-09T03:49:09.000000,2022-01-09T03:57:07.000000,1.0,2.4,9.0,3.8
id0,2022-01-09T03:56:22.000000,2022-01-09T03:59:49.000000,1.0,0.6,4.5,1.0
id0,2022-01-09T06:25:07.000000,2022-01-09T06:35:00.000000,1.0,3.43,11.5,2.0
id4,2022-01-09T06:38:13.000000,2022-01-09T07:05:36.000000,1.0,18.83,52.0,10.0
id5,2022-01-09T06:38:29.000000,2022-01-09T06:44:02.000000,1.0,1.08,6.5,0.0
id0,2022-01-09T07:22:12.000000,2022-01-09T07:34:59.000000,1.0,5.6,18.0,0.0
id3,2022-01-09T07:57:34.000000,2022-01-09T08:14:32.000000,1.0,11.16,31.5,10.06
id6,2022-01-09T08:29:39.000000,2022-01-09T08:34:43.000000,1.0,1.27,6.0,1.86
id8,2022-01-09T09:01:17.000000,2022-01-09T09:06:52.000000,1.0,1.1,6.5,0.0
id0,2022-01-09T09:15:47.000000,2022-01-09T09:24:42.000000,1.0,1.69,8.0,1.13
id2,2022-01-09T09:20:36.000000,2022-01-09T09:34:39.000000,1.0,9.3,26.5,5.95
id3,2022-01-09T10:02:20.000000,2022-01-09T10:13:05.000000,1.0,2.21,10.0,1.0
id4,2022-01-09T10:16:10.000000,2022-01-09T10:20:57.000000,1.0,1.11,6.0,0.93
id4,2022-01-09T10:36:43.000000,2022-01-09T10:44:25.000000,1.0,1.4,7.5,1.5
id6,2022-01-09T10:51:44.000000,2022-01-09T10:55:20.000000,1.0,0.84,4.5,0.0
id0,2022-01-09T11:17:07.000000,2022-01-09T11:27:51.000000,1.0,1.39,8.5,0.0
id5,2022-01-09T11:38:30.000000,2022-01-09T11:49:52.000000,1.0,1.86,9.5,2.0
id2,2022-01-09T12:04:05.000000,2022-01-09T12:16:06.000000,1.0,2.72,11.0,2.86
id2,2022-01-09T13:11:41.000000,2022-01-09T13:19:27.000000,2.0,1.4,7.5,1.5
id1,2022-01-09T13:22:01.000000,2022-01-09T13:31:51.000000,1.0,1.9,9.5,2.55
id7,2022-01-09T13:24:01.000000,2022-01-09T13:25:15.000000,1.0,0.0,3.0,0.0
id7,2022-01-09T13:32:53.000000,2022-01-09T13:59:24.000000,1.0,12.8,36.0,8.0
id8,2022-01-09T13:33:19.000000,2022-01-09T13:43:32.000000,1.0,1.26,8.0,2.26
id2,2022-01-09T13:46:35.000000,2022-01-09T13:56:03.000000,4.0,1.55,8.5,2.36
id4,2022-01-09T13:50:09.000000,2022-01-09T13:56:37.000000,4.0,1.8,7.5,2.16
id4,2022-01-09T13:55:10.000000,2022-01-09T14:06:58.000000,1.0,1.75,9.5,2.56
id0,2022-01-09T14:06:23.000000,2022-01-09T14:10:48.000000,1.0,1.18,5.5,2.64
id7,2022-01-09T14:40:50.000000,2022-01-09T15:14:07.000000,2.0,15.9,44.5,11.6
id2,2022-01-09T14:44:09.000000,2022-01-09T14:49:23.000000,2.0,0.97,6.0,1.86
id0,2022-01-09T14:44:29.000000,2022-01-09T14:55:07.000000,1.0,4.79,15.0,3.66
id1,2022-01-09T15:20:56.000000,2022-01-09T15:39:57.000000,1.0,2.77,15.0,3.16
id1,2022-01-09T15:47:48.000000,2022-01-09T15:55:18.000000,1.0,1.15,7.0,1.54
id8,2022-01-09T15:56:45.000000,2022-01-09T16:04:32.000000,2.0,1.52,7.5,2.7
id1,2022-01-09T16:03:43.000000,2022-01-09T16:20:32.000000,1.0,2.75,13.0,3.26
id1,2022-01-09T16:11:04.000000,2022-01-09T16:44:00.000000,1.0,19.07,50.5,1.0
id7,2022-01-09T16:20:55.000000,2022-01-09T16:24:51.000000,1.0,0.61,4.5,1.56
id5,2022-01-09T17:01:50.000000,2022-01-09T17:11:34.000000,1.0,1.39,8.0,2.0
id8,2022-01-09T17:18:43.000000,2022-01-09T17:51:35.000000,6.0,16.81,52.0,5.0
id6,2022-01-09T17:38:34.000000,2022-01-09T17:58:30.000000,1.0,6.3,20.5,4.0
id4,2022-01-09T17:53:57.000000,2022-01-09T17:57:31.000000,3.0,0.45,-4.0,0.0
id7,2022-01-09T18:19:33.000000,2022-01-09T18:30:25.000000,1.0,1.83,9.0,2.46
id5,2022-01-09T18:26:27.000000,2022-01-09T18:43:45.000000,1.0,3.18,14.5,3.56
id2,2022-01-09T18:46:13.000000,2022-01-09T18:55:05.000000,1.0,3.57,11.0,2.0
id2,2022-01-09T19:11:54.000000,2022-01-09T19:23:21.000000,3.0,2.47,11.0,2.86
id8,2022-01-09T19:12:45.000000,2022-01-09T19:19:48.000000,1.0,0.97,6.5,1.96
id1,2022-01-09T19:28:25.000000,2022-01-09T19:42:09.000000,1.0,2.0,9.5,0.0
id4,2022-01-09T19:31:43.000000,2022-01-09T19:38:37.000000,1.0,1.0,6.5,2.0
id1,2022-01-09T19:31:50.000000,2022-01-09T19:34:06.000000,1.0,0.46,4.0,1.46
id2,2022-01-09T19:33:04.000000,2022-01-09T19:54:03.000000,2.0,8.88,26.5,4.0
id0,2022-01-09T20:30:18.000000,2022-01-09T20:42:20.000000,1.0,3.0,11.5,3.05
id0,2022-01-09T20:34:01.000000,2022-01-09T20:48:46.000000,1.0,2.3,11.5,0.0
id4,2022-01-09T20:41:57.000000,2022-01-09T20:52:46.000000,1.0,2.26,10.5,2.36
id3,2022-01-09T20:57:00.000000,2022-01-09T21:19:54.000000,1.0,14.94,40.0,10.07
id8,2022-01-09T21:05:35.000000,2022-01-09T21:59:02.000000,1.0,46.39,130.0,39.46
id4,2022-01-09T21:57:00.000000,2022-01-09T22:02:31.000000,2.0,1.19,6.5,2.58
id3,2022-01-09T23:00:00.000000,2022-01-09T23:02:45.000000,1.0,0.48,-4.0,0.0
id1,2022-01-09T23:28:35.000000,2022-01-09T23:44:29.000000,1.0,5.18,17.5,4.26
id5,2022-01-09T23:34:02.000000,2022-01-10T00:01:24.000000,1.0,19.03,52.0,8.48
id4,2022-01-10T00:27:04.000000,2022-01-10T00:52:24.000000,1.0,18.94,52.0,12.12
id7,2022-01-10T02:28:22.000000,2022-01-10T02:49:41.000000,1.0,16.23,44.0,9.31
id2,2022-01-10T03:02:51.000000,2022-01-10T03:20:45.000000,1.0,5.84,19.0,0.0
id7,2022-01-10T05:54:27.000000,2022-01-10T06:18:53.000000,1.0,13.7,37.0,0.0
id4,2022-01-10T07:00:43.000000,2022-01-10T07:05:23.000000,6.0,0.91,5.5,1.76
id8,2022-01-10T07:03:06.000000,2022-01-10T07:04:45.000000,1.0,0.5,3.5,1.2
id8,2022-01-10T07:37:46.000000,2022-01-10T07:41:44.000000,2.0,0.75,5.0,2.49
id2,2022-01-10T07:48:41.000000,2022-01-10T07:59:49.000000,1.0,2.5,10.5,2.75
id7,2022-01-10T08:10:58.000000,2022-01-10T08:27:14.000000,1.0,1.61,11.0,2.86
id3,2022-01-10T08:30:01.000000,2022-01-10T08:35:58.000000,1.0,1.3,6.5,1.25
id2,2022-01-10T08:32:24.000000,2022-01-10T08:48:36.000000,1.0,4.14,16.0,0.0
id2,2022-01-10T08:51:29.000000,2022-01-10T08:54:42.000000,1.0,0.7,4.5,2.3
id0,2022-01-10T09:11:48.000000,2022-01-10T09:16:45.000000,1.0,0.95,5.5,0.0
id0,2022-01-10T09:12:35.000000,2022-01-10T09:19:56.000000,1.0,1.25,7.0,2.06
id5,2022-01-10T09:18:12.000000,2022-01-10T09:24:09.000000,1.0,0.92,6.0,0.0
id4,2022-01-10T09:28:26.000000,2022-01-10T09:48:30.000000,1.0,3.81,15.5,2.82
id7,2022-01-10T09:28:32.000000,2022-01-10T09:37:13.000000,2.0,1.18,7.5,2.16
id7,2022-01-10T09:40:10.000000,2022-01-10T09:45:18.000000,1.0,1.0,5.0,0.0
id6,2022-01-10T09:46:35.000000,2022-01-10T09:59:40.000000,1.0,2.37,11.0,3.58
id3,2022-01-10T09:52:10.000000,2022-01-10T09:59:20.000000,1.0,1.0,6.0,3.0
id7,2022-01-10T10:41:42.000000,2022-01-10T10:54:21.000000,1.0,2.07,10.0,2.66
id3,2022-01-10T10:43:26.000000,2022-01-10T11:15:38.000000,1.0,3.8,21.5,0.0
id0,2022-01-10T11:45:47.000000,2022-01-10T11:58:26.000000,1.0,1.9,9.0,2.45
id8,2022-01-10T11:57:57.000000,2022-01-10T12:03:34.000000,2.0,1.04,6.0,1.86
id6,2022-01-10T12:09:56.000000,2022-01-10T12:23:04.000000,1.0,2.03,10.5,0.0
id2,2022-01-10T12:10:30.000000,2022-01-10T12:28:03.000000,1.0,4.9,16.5,3.0
id8,2022-01-10T12:50:08.000000,2022-01-10T13:00:08.000000,1.0,1.47,8.5,1.77
id1,2022-01-10T13:04:13.000000,2022-01-10T13:40:25.000000,1.0,18.22,52.0,12.62
id4,2022-01-10T13:20:34.000000,2022-01-10T13:50:18.000000,1.0,11.7,35.5,15.0
id8,2022-01-10T13:23:26.000000,2022-01-10T13:30:53.000000,1.0,0.82,6.0,0.0
id3,2022-01-10T13:40:11.000000,2022-01-10T13:45:46.000000,1.0,0.73,-5.0,0.0
id2,2022-01-10T13:40:19.000000,2022-01-10T13:47:44.000000,1.0,1.8,8.0,1.0
id5,2022-01-10T13:42:10.000000,2022-01-10T13:51:15.000000,1.0,1.32,8.0,2.0
id0,2022-01-10T13:59:32.000000,2022-01-10T14:15:52.000000,1.0,3.6,15.5,0.0
id3,2022-01-10T14:14:40.000000,2022-01-10T14:21:54.000000,1.0,0.9,6.5,2.45
id8,2022-01-10T14:15:04.000000,2022-01-10T14:19:08.000000,1.0,0.66,5.0,1.66
id5,2022-01-10T14:37:33.000000,2022-01-10T14:50:02.000000,2.0,2.43,11.0,0.01
id0,2022-01-10T14:40:09.000000,2022-01-10T15:09:56.000000,1.0,5.41,23.0,6.0
id6,2022-01-10T14:54:47.000000,2022-01-10T15:12:41.000000,1.0,3.8,15.5,4.7
id5,2022-01-10T15:03:41.000000,2022-01-10T15:33:28.000000,1.0,10.8,33.0,8.8
id5,2022-01-10T15:04:54.000000,2022-01-10T15:17:55.000000,2.0,1.77,10.0,1.33
id4,2022-01-10T15:31:27.000000,2022-01-10T15:55:44.000000,1.0,3.12,16.5,3.96
id4,2022-01-10T15:38:05.000000,2022-01-10T15:49:47.000000,3.0,1.7,9.5,2.55
id1,2022-01-10T15:41:49.000000,2022-01-10T15:48:54.000000,1.0,0.89,6.5,1.96
id3,2022-01-10T15:42:18.000000,2022-01-10T16:00:54.000000,6.0,1.77,12.5,3.16
id1,2022-01-10T15:45:23.000000,2022-01-10T15:51:20.000000,1.0,0.6,5.0,0.0
id2,2022-01-10T15:47:04.000000,2022-01-10T15:54:55.000000,1.0,1.58,7.5,2.16
id2,2022-01-10T15:48:42.000000,2022-01-10T15:59:45.000000,1.0,1.62,9.0,3.69
id7,2022-01-10T15:58:27.000000,2022-01-10T16:06:54.000000,3.0,1.6,8.0,3.05
id2,2022-01-10T16:02:05.000000,2022-01-10T16:08:52.000000,1.0,1.28,7.0,2.06
id8,2022-01-10T16:10:41.000000,2022-01-10T16:16:23.000000,5.0,0.93,5.5,1.96
id8,2022-01-10T16:18:38.000000,2022-01-10T16:34:53.000000,3.0,3.08,13.0,0.0
id7,2022-01-10T16:20:05.000000,2022-01-10T16:34:15.000000,2.0,3.4,12.5,0.0
id7,2022-01-10T16:51:08.000000,2022-01-10T16:54:45.000000,1.0,0.4,4.0,1.49
id0,2022-01-10T17:15:13.000000,2022-01-10T17:26:28.000000,1.0,2.28,10.0,2.86
id1,2022-01-10T17:20:37.000000,2022-01-10T17:28:36.000000,1.0,1.51,7.5,0.0
id5,2022-01-10T17:30:11.000000,2022-01-10T17:49:08.000000,0.0,3.3,15.0,3.0
id3,2022-01-10T17:37:02.000000,2022-01-10T17:50:04.000000,1.0,2.43,11.0,3.06
id3,2022-01-10T18:14:24.000000,2022-01-10T18:27:36.000000,1.0,2.0,10.5,2.95
id2,2022-01-10T18:41:49.000000,2022-01-10T18:49:13.000000,1.0,1.74,7.5,1.0
id7,2022-01-10T18:47:31.000000,2022-01-10T18:58:18.000000,1.0,2.7,10.5,1.0
id6,2022-01-10T18:51:24.000000,2022-01-10T19:22:19.000000,1.0,19.5,52.0,16.85
id3,2022-01-10T19:08:58.000000,2022-01-10T19:25:08.000000,1.0,2.52,12.5,0.0
id5,2022-01-10T19:24:42.000000,2022-01-10T19:34:10.000000,5.0,2.43,9.5,2.76
id0,2022-01-10T19:29:13.000000,2022-01-10T19:54:22.000000,1.0,13.0,36.5,9.45
id1,2022-01-10T20:29:05.000000,2022-01-10T20:32:32.000000,1.0,0.8,4.5,1.25
id4,2022-01-10T20:36:09.000000,2022-01-10T20:44:23.000000,1.0,2.02,8.5,2.25
id4,2022-01-10T20:37:17.000000,2022-01-10T21:06:50.000000,1.0,18.44,52.0,12.37
id1,2022-01-10T20:51:06.000000,2022-01-10T20:56:58.000000,1.0,1.39,6.5,0.0
id3,2022-01-10T21:20:17.000000,2022-01-10T21:32:41.000000,2.0,2.58,11.0,3.7
id3,2022-01-10T21:21:17.000000,2022-01-10T21:25:42.000000,1.0,1.06,5.5,0.0
id1,2022-01-10T22:51:48.000000,2022-01-10T22:55:37.000000,1.0,0.85,5.0,1.76
id6,2022-01-10T23:05:08.000000,2022-01-10T23:10:23.000000,1.0,1.15,6.0,1.96
id8,2022-01-10T23:32:06.000000,2022-01-10T23:44:00.000000,1.0,2.8,11.0,2.96
id0,2022-01-11T00:14:45.000000,2022-01-11T00:31:44.000000,1.0,5.72,19.5,3.5
id2,2022-01-11T02:05:25.000000,2022-01-11T02:20:24.000000,1.0,3.35,13.5,3.46
id3,2022-01-11T06:26:44.000000,2022-01-11T06:49:03.000000,1.0,3.6,16.5,3.95
id6,2022-01-11T06:57:45.000000,2022-01-11T07:12:52.000000,2.0,3.75,13.5,4.2
id7,2022-01-11T07:13:22.000000,2022-01-11T07:24:26.000000,1.0,1.55,9.0,1.2
id2,2022-01-11T07:17:09.000000,2022-01-11T07:27:58.000000,1.0,2.82,10.5,0.0
id5,2022-01-11T07:23:17.000000,2022-01-11T07:39:34.000000,1.0,3.09,13.0,3.26
id0,2022-01-11T07:29:53.000000,2022-01-11T07:38:58.000000,4.0,2.22,9.0,1.7
id3,2022-01-11T07:48:36.000000,2022-01-11T08:00:51.000000,1.0,2.32,11.5,1.0
id5,2022-01-11T07:54:09.000000,2022-01-11T07:59:17.000000,1.0,0.98,6.0,0.0
id6,2022-01-11T08:04:02.000000,2022-01-11T08:14:53.000000,1.0,1.16,8.0,2.0
id6,2022-01-11T08:04:50.000000,2022-01-11T08:08:42.000000,2.0,0.78,4.5,0.0
id5,2022-01-11T08:25:45.000000,2022-01-11T08:33:37.000000,1.0,1.3,7.0,2.05
id5,2022-01-11T08:28:29.000000,2022-01-11T08:53:44.000000,1.0,5.31,20.5,1.0
id0,2022-01-11T08:34:23.000000,2022-01-11T08:40:44.000000,1.0,0.9,6.0,0.0
id0,2022-01-11T08:39:15.000000,2022-01-11T09:03:58.000000,1.0,3.76,17.0,5.0
id5,2022-01-11T08:40:50.000000,2022-01-11T08:48:01.000000,1.0,0.81,6.5,1.96
id3,2022-01-11T08:52:54.000000,2022-01-11T09:06:23.000000,1.0,2.5,11.0,2.85
id6,2022-01-11T09:07:12.000000,2022-01-11T09:11:12.000000,1.0,0.82,5.0,1.66
id5,2022-01-11T09:15:36.000000,2022-01-11T09:24:23.000000,1.0,1.12,7.5,2.16
id8,2022-01-11T09:32:54.000000,2022-01-11T09:48:50.000000,1.0,4.5,16.0,3.85
id0,2022-01-11T09:35:36.000000,2022-01-11T09:46:20.000000,1.0,1.44,9.0,1.84
id8,2022-01-11T09:41:29.000000,2022-01-11T09:46:52.000000,0.0,1.0,5.5,0.0
id4,2022-01-11T09:44:47.000000,2022-01-11T09:57:27.000000,1.0,1.84,10.0,0.0
id4,2022-01-11T11:30:28.000000,2022-01-11T11:30:40.000000,1.0,0.0,-2.5,0.0
id6,2022-01-11T11:31:02.000000,2022-01-11T12:18:22.000000,1.0,20.5,52.0,11.31
id7,2022-01-11T11:48:59.000000,2022-01-11T11:56:47.000000,1.0,1.2,7.0,2.05
id8,2022-01-11T11:59:09.000000,2022-01-11T12:05:14.000000,2.0,0.7,5.5,1.75
id1,2022-01-11T12:04:12.000000,2022-01-11T12:14:32.000000,1.0,1.42,8.5,2.36
id1,2022-01-11T12:13:11.000000,2022-01-11T12:19:54.000000,1.0,1.28,7.0,0.0
id2,2022-01-11T12:21:43.000000,2022-01-11T12:24:49.000000,2.0,0.56,4.5,1.0
id7,2022-01-11T12:30:00.000000,2022-01-11T12:51:17.000000,2.0,3.58,16.5,3.96
id7,2022-01-11T12:36:03.000000,2022-01-11T12:53:59.000000,3.0,2.5,13.0,2.0
id2,2022-01-11T12:42:45.000000,2022-01-11T12:52:03.000000,1.0,1.2,7.0,2.05
id6,2022-01-11T14:59:44.000000,2022-01-11T15:01:31.000000,3.0,0.23,3.0,1.0
id8,2022-01-11T15:12:41.000000,2022-01-11T15:20:42.000000,1.0,0.7,6.5,1.47
id6,2022-01-11T15:18:51.000000,2022-01-11T15:24:52.000000,1.0,1.1,6.5,1.95
id2,2022-01-11T15:27:02.000000,2022-01-11T15:37:10.000000,1.0,2.1,9.5,0.0
id6,2022-01-11T15:50:15.000000,2022-01-11T15:53:49.000000,1.0,0.48,4.0,1.46
id2,2022-01-11T16:03:08.000000,2022-01-11T16:27:37.000000,1.0,2.84,17.5,4.16
id3,2022-01-11T16:09:24.000000,2022-01-11T16:59:00.000000,1.0,12.53,42.5,0.0
id6,2022-01-11T16:20:16.000000,2022-01-11T16:31:56.000000,5.0,1.26,9.0,2.66
id6,2022-01-11T16:21:17.000000,2022-01-11T16:27:11.000000,1.0,0.8,5.0,0.0
id4,2022-01-11T16:24:55.000000,2022-01-11T16:27:38.000000,1.0,0.3,3.5,1.55
id5,2022-01-11T16:38:04.000000,2022-01-11T16:42:01.000000,2.0,0.5,4.5,0.0
id5,2022-01-11T16:44:26.000000,2022-01-11T17:27:38.000000,1.0,7.34,30.5,8.7
id3,2022-01-11T17:13:29.000000,2022-01-11T17:18:21.000000,1.0,0.69,5.0,0.93
id7,2022-01-11T17:18:41.000000,2022-01-11T17:38:54.000000,1.0,3.45,16.0,3.0
id4,2022-01-11T17:23:18.000000,2022-01-11T17:30:50.000000,1.0,1.06,6.5,1.0
id0,2022-01-11T17:48:43.000000,2022-01-11T18:11:02.000000,1.0,7.91,24.0,0.0
id4,2022-01-11T17:55:12.000000,2022-01-11T17:58:17.000000,2.0,0.4,4.0,0.0
id8,2022-01-11T18:14:29.000000,2022-01-11T18:18:31.000000,1.0,1.05,5.0,1.86
id5,2022-01-11T18:26:47.000000,2022-01-11T18:32:29.000000,5.0,1.04,6.0,2.06
id8,2022-01-11T18:27:51.000000,2022-01-11T18:38:55.000000,1.0,2.31,10.5,2.96
id0,2022-01-11T18:28:27.000000,2022-01-11T18:31:28.000000,1.0,0.6,4.0,1.65
id6,2022-01-11T18:32:24.000000,2022-01-11T18:42:45.000000,1.0,1.49,8.5,2.56
id3,2022-01-11T19:02:21.000000,2022-01-11T19:04:59.000000,1.0,0.43,4.0,1.66
id4,2022-01-11T19:06:55.000000,2022-01-11T19:08:22.000000,1.0,0.49,3.5,1.56
id7,2022-01-11T19:12:33.000000,2022-01-11T19:20:14.000000,1.0,1.0,7.0,2.25
id4,2022-01-11T19:13:57.000000,2022-01-11T19:21:47.000000,5.0,1.03,6.5,2.16
id4,2022-01-11T19:20:21.000000,2022-01-11T19:20:21.000000,1.0,0.0,8.0,0.0
id6,2022-01-11T19:40:34.000000,2022-01-11T19:48:41.000000,1.0,1.6,8.0,1.23
id6,2022-01-11T20:03:12.000000,2022-01-11T20:09:55.000000,1.0,1.08,6.5,2.16
id0,2022-01-11T20:30:31.000000,2022-01-11T20:35:30.000000,1.0,1.0,5.5,0.0
id6,2022-01-11T22:08:09.000000,2022-01-11T22:23:09.000000,1.0,4.3,14.5,3.66
id5,2022-01-11T22:09:48.000000,2022-01-11T22:20:17.000000,1.0,1.96,9.0,10.0
id3,2022-01-11T22:21:26.000000,2022-01-11T22:26:36.000000,2.0,0.97,5.5,1.86
id6,2022-01-11T22:23:19.000000,2022-01-11T22:28:28.000000,1.0,0.8,5.5,1.85
id3,2022-01-11T22:50:15.000000,2022-01-11T22:59:05.000000,1.0,3.14,11.5,0.0
id5,2022-01-11T23:07:01.000000,2022-01-11T23:31:25.000000,2.0,5.22,20.0,4.76
id5,2022-01-11T23:18:20.000000,2022-01-11T23:23:39.000000,1.0,1.25,6.5,1.03
id4,2022-01-11T23:34:37.000000,2022-01-11T23:48:43.000000,1.0,8.67,24.0,6.87
id1,2022-01-11T23:43:16.000000,2022-01-11T23:48:52.000000,2.0,1.3,6.5,2.06
id8,2022-01-12T00:03:01.000000,2022-01-12T00:22:46.000000,1.0,5.96,19.5,0.0
id7,2022-01-12T00:46:54.000000,2022-01-12T00:54:15.000000,1.0,1.65,7.5,2.26
id1,2022-01-12T03:59:41.000000,2022-01-12T04:10:42.000000,1.0,5.21,16.5,4.06
id4,2022-01-12T04:37:03.000000,2022-01-12T04:52:40.000000,1.0,9.6,27.0,7.45
id5,2022-01-12T07:08:03.000000,2022-01-12T07:15:30.000000,1.0,2.1,8.5,0.0
id6,2022-01-12T07:54:51.000000,2022-01-12T08:01:14.000000,3.0,0.81,6.0,0.8
id0,2022-01-12T07:57:13.000000,2022-01-12T08:14:00.000000,1.0,2.96,13.5,1.0
id5,2022-01-12T08:02:20.000000,2022-01-12T08:33:43.000000,1.0,3.5,20.0,6.0
id3,2022-01-12T08:27:21.000000,2022-01-12T08:33:08.000000,2.0,1.23,6.5,0.0
id1,2022-01-12T08:35:59.000000,2022-01-12T08:45:05.000000,1.0,1.46,8.0,2.83
id2,2022-01-12T08:41:04.000000,2022-01-12T08:52:48.000000,1.0,1.19,9.0,0.0
id6,2022-01-12T08:50:21.000000,2022-01-12T08:52:30.000000,3.0,0.91,4.5,0.0
id8,2022-01-12T08:52:36.000000,2022-01-12T09:09:43.000000,1.0,2.37,12.5,0.0
id6,2022-01-12T09:05:55.000000,2022-01-12T09:22:40.000000,1.0,3.02,13.5,5.04
id3,2022-01-12T09:14:50.000000,2022-01-12T09:19:51.000000,2.0,1.3,6.0,0.0
id3,2022-01-12T09:26:54.000000,2022-01-12T09:36:33.000000,1.0,1.3,8.0,3.35
id0,2022-01-12T09:39:53.000000,2022-01-12T09:53:34.000000,1.0,2.01,10.5,0.0
id1,2022-01-12T09:47:46.000000,2022-01-12T09:53:44.000000,1.0,1.2,6.0,0.93
id7,2022-01-12T10:17:41.000000,2022-01-12T10:27:03.000000,6.0,2.62,10.0,2.66
